"id"	"subject"	"difficulty"	"question"	"answer"	"split"
"Q-000840"	"Law"	"1"	"Can perfect justice be achieved?"	"Unanswerable"	"train"
"Q-000841"	"Law"	"2"	"Is a tort a civil wrong that causes harm to another person?"	"Yes"	"train"
"Q-000842"	"Law"	"2"	"Does a plaintiff file a lawsuit against a defendant?"	"Yes"	"train"
"Q-000843"	"Law"	"2"	"Is a statute a law passed by a legislative body?"	"Yes"	"dev"
"Q-000844"	"Law"	"2"	"Is a precedent a legal case that establishes a principle or rule?"	"Yes"	"train"
"Q-000845"	"Law"	"2"	"Is a felony a serious crime?"	"Yes"	"train"
"Q-000846"	"Law"	"2"	"Are all oral contracts legally unenforceable?"	"No"	"dev"
"Q-000847"	"Law"	"2"	"Is a subpoena an invitation to appear in court?"	"No"	"train"
"Q-000848"	"Law"	"2"	"Is a hung jury a jury that has reached a verdict?"	"No"	"train"
"Q-000849"	"Law"	"2"	"Is a plea bargain an agreement between a defendant and a judge?"	"No"	"train"
"Q-000850"	"Law"	"2"	"Is a Miranda warning a warning given to witnesses in a trial?"	"No"	"train"
"Q-000851"	"Law"	"2"	"Is there a definitive, universally accepted test for legal insanity?"	"No"	"dev"
"Q-000852"	"Law"	"2"	"Is there a universally accepted definition of ""justice""?"	"No"	"train"
"Q-000853"	"Law"	"2"	"Can a completely unbiased jury be created?"	"No"	"train"
"Q-000854"	"Law"	"2"	"Can recidivism be predicted with perfect accuracy?"	"No"	"train"
"Q-000855"	"Law"	"2"	"Can a perfectly just punishment be created?"	"Unanswerable"	"train"
"Q-000856"	"Law"	"3"	"Is mens rea the mental element of a person's intention to commit a crime?"	"Yes"	"train"
"Q-000857"	"Law"	"3"	"Is hearsay evidence always admissible in court?"	"No"	"train"
"Q-000858"	"Law"	"3"	"Is the statute of limitations a law that defines a crime?"	"No"	"train"
"Q-000859"	"Law"	"3"	"Is a tortfeasor a person who commits a crime?"	"No"	"train"
"Q-000860"	"Law"	"3"	"Is res judicata the principle that a matter may be raised again in court after it has been judged?"	"No"	"train"
"Q-000861"	"Law"	"3"	"Is stare decisis the legal principle of determining points in litigation according to precedent?"	"Yes"	"dev"
"Q-000862"	"Law"	"3"	"Is certiorari a writ issued by a lower court to a higher court?"	"No"	"dev"
"Q-000863"	"Law"	"3"	"Is mandamus a judicial writ that prohibits a person from performing a public duty?"	"No"	"train"
"Q-000864"	"Law"	"3"	"Is habeas corpus a writ that requires a person to be brought before a court?"	"Yes"	"train"
"Q-000865"	"Law"	"3"	"Is ""pro se"" representation when a person is represented by a lawyer?"	"No"	"train"
"Q-000866"	"Law"	"3"	"Is there a single, definitive way to interpret a constitution?"	"No"	"dev"
"Q-000867"	"Law"	"3"	"Is there a universally accepted theory of punishment?"	"No"	"train"
"Q-000868"	"Law"	"3"	"Can a perfectly efficient legal system be created?"	"No"	"train"
"Q-000869"	"Law"	"3"	"Can all legal loopholes be eliminated?"	"No"	"train"
"Q-000870"	"Law"	"3"	"Can a perfectly just society be created through law?"	"Unanswerable"	"train"
"Q-000871"	"Law"	"4"	"Is a derivative action a lawsuit brought by a shareholder on behalf of a corporation?"	"Yes"	"train"
"Q-000872"	"Law"	"4"	"Is a constructive trust an equitable remedy imposed by a court?"	"Yes"	"train"
"Q-000873"	"Law"	"4"	"Is the cy pres doctrine a rule allowing a court to amend a legal document to enforce its original intent?"	"Yes"	"dev"
"Q-000874"	"Law"	"4"	"Is laches an unreasonable delay in asserting a claim?"	"Yes"	"train"
"Q-000875"	"Law"	"4"	"Is novation the replacement of an existing contract with a new one?"	"Yes"	"train"
"Q-000876"	"Law"	"4"	"Is respondeat superior a doctrine that holds an employer liable for an employee's actions?"	"Yes"	"dev"
"Q-000877"	"Law"	"4"	"Is subrogation the right of an insurer to pursue the party that caused a loss to the insured?"	"Yes"	"train"
"Q-000878"	"Law"	"4"	"Is tacking the joining of non-consecutive periods of possession?"	"No"	"train"
"Q-000879"	"Law"	"4"	"Is a usufruct the right to own and dispose of another's property?"	"No"	"train"
"Q-000880"	"Law"	"4"	"Is a waiver the involuntary relinquishment of a known right?"	"No"	"train"
"Q-000881"	"Law"	"4"	"Is there a definitive, universally accepted theory of legal interpretation?"	"No"	"dev"
"Q-000882"	"Law"	"4"	"Is there a universally accepted theory of justice?"	"No"	"train"
"Q-000883"	"Law"	"4"	"Does a perfectly efficient legal system exist?"	"No"	"train"
"Q-000884"	"Law"	"4"	"Can all legal uncertainty be eliminated?"	"No"	"train"
"Q-000885"	"Law"	"4"	"Can a perfectly just society be created?"	"Unanswerable"	"train"
"Q-000886"	"Law"	"5"	"Is a fee simple a type of freehold estate in land?"	"Yes"	"train"
"Q-000887"	"Law"	"5"	"Is a life estate a type of freehold estate in land?"	"Yes"	"train"
"Q-000888"	"Law"	"5"	"Is a remainder a future interest in land?"	"Yes"	"dev"
"Q-000889"	"Law"	"5"	"Is a reversion a future interest in land?"	"Yes"	"train"
"Q-000890"	"Law"	"5"	"Is a joint tenancy a type of co-ownership of land?"	"Yes"	"train"
"Q-000891"	"Law"	"5"	"Is a tenancy in common a type of co-ownership where each tenant owns the whole property?"	"No"	"dev"
"Q-000892"	"Law"	"5"	"Is a tenancy by the entirety a type of co-ownership available to unmarried couples?"	"No"	"train"
"Q-000893"	"Law"	"5"	"Is a leasehold estate a type of freehold estate in land?"	"No"	"train"
"Q-000894"	"Law"	"5"	"Is a mortgage a type of ownership of land?"	"No"	"train"
"Q-000895"	"Law"	"5"	"Is an easement a right to possess and occupy land?"	"No"	"train"
"Q-000896"	"Law"	"5"	"Is there a single, universally accepted theory of property law?"	"No"	"dev"
"Q-000897"	"Law"	"5"	"Can all property disputes be definitively resolved?"	"No"	"train"
"Q-000898"	"Law"	"5"	"Can a perfectly efficient system of property rights be created?"	"Unanswerable"	"train"
"Q-000899"	"Law"	"5"	"Can all externalities in property law be eliminated?"	"No"	"train"
"Q-000900"	"Law"	"5"	"Can a perfectly just system of property law be created?"	"Unanswerable"	"train"
"Q-000901"	"Language"	"1"	"Is language a system of communication?"	"Yes"	"train"
"Q-000902"	"Language"	"1"	"Is a word a single distinct meaningful element of speech or writing?"	"Yes"	"train"
"Q-000903"	"Language"	"1"	"Is a sentence a set of words that is complete in itself?"	"Yes"	"dev"
"Q-000904"	"Language"	"1"	"Is a noun a word that refers to a person, place, or thing?"	"Yes"	"train"
"Q-000905"	"Language"	"1"	"Is a verb a word that describes an action or state of being?"	"Yes"	"train"
"Q-000906"	"Language"	"1"	"Is an adjective a word that describes a verb?"	"No"	"dev"
"Q-000907"	"Language"	"1"	"Is an adverb a word that modifies a noun?"	"No"	"train"
"Q-000908"	"Language"	"1"	"Is a pronoun a word that is used instead of a verb?"	"No"	"train"
"Q-000909"	"Language"	"1"	"Is a preposition a word that shows the relationship between a noun and a verb?"	"No"	"train"
"Q-000910"	"Language"	"1"	"Is a conjunction a word that separates words, phrases, or clauses?"	"No"	"train"
"Q-000911"	"Language"	"1"	"Is there a single original human language from which all others are descended?"	"Unanswerable"	"dev"
"Q-000912"	"Language"	"1"	"Is grammar the same in every language?"	"No"	"train"
"Q-000913"	"Language"	"1"	"Can animals learn human language?"	"Unanswerable"	"train"
"Q-000914"	"Language"	"1"	"Is there a limit to the number of words in a language?"	"Unanswerable"	"train"
"Q-000915"	"Language"	"1"	"Is it possible to create a perfect translation?"	"Unanswerable"	"train"
"Q-000916"	"Language"	"2"	"Is a phoneme the smallest unit of sound in a language?"	"Yes"	"train"
"Q-000917"	"Language"	"2"	"Is a morpheme the smallest meaningful unit of a language?"	"Yes"	"train"
"Q-000918"	"Language"	"2"	"Is syntax the arrangement of words and phrases to create well-formed sentences?"	"Yes"	"dev"
"Q-000919"	"Language"	"2"	"Is semantics the branch of linguistics concerned with meaning?"	"Yes"	"train"
"Q-000920"	"Language"	"2"	"Is pragmatics the branch of linguistics dealing with language in use and the contexts in which it is used?"	"Yes"	"train"
"Q-000921"	"Language"	"2"	"Is a dialect a particular form of a language peculiar to a specific region or social group?"	"Yes"	"dev"
"Q-000922"	"Language"	"2"	"Is an accent a distinctive mode of pronunciation of a language?"	"Yes"	"train"
"Q-000923"	"Language"	"2"	"Is a cognate a word that has the same linguistic derivation as another?"	"Yes"	"train"
"Q-000924"	"Language"	"2"	"Is a loanword a word adopted from a foreign language with little or no modification?"	"Yes"	"train"
"Q-000925"	"Language"	"2"	"Is a pidgin a grammatically simplified form of a language, used for communication between people not sharing a common language?"	"Yes"	"train"
"Q-000926"	"Language"	"2"	"Is there a definitive reason why languages change over time?"	"No"	"dev"
"Q-000927"	"Language"	"2"	"Is there a universal grammar that underlies all human languages?"	"Unanswerable"	"train"
"Q-000928"	"Language"	"2"	"Is there a critical period for language acquisition?"	"Unanswerable"	"train"
"Q-000929"	"Language"	"2"	"Is there a way to measure language complexity?"	"Unanswerable"	"train"
"Q-000930"	"Language"	"2"	"Is it possible for a language to have no grammar?"	"No"	"train"
"Q-000931"	"Language"	"3"	"Is a gerund a verb form that functions as a noun?"	"Yes"	"train"
"Q-000932"	"Language"	"3"	"Is a participle a word formed from a verb and used as an adjective or a noun?"	"Yes"	"train"
"Q-000933"	"Language"	"3"	"Is an infinitive the basic form of a verb?"	"Yes"	"dev"
"Q-000934"	"Language"	"3"	"Is a clause a unit of grammatical organization consisting of a subject and predicate?"	"Yes"	"train"
"Q-000935"	"Language"	"3"	"Is a phrase a small group of words standing together as a conceptual unit?"	"Yes"	"train"
"Q-000936"	"Language"	"3"	"Is syntax the study of word meanings?"	"No"	"dev"
"Q-000937"	"Language"	"3"	"Is a diphthong a sound formed by the combination of two vowels in a single syllable?"	"Yes"	"train"
"Q-000938"	"Language"	"3"	"Is a consonant a speech sound that is articulated with complete or partial closure of the vocal tract?"	"Yes"	"train"
"Q-000939"	"Language"	"3"	"Is a vowel a speech sound produced by humans when the breath flows out through the mouth without being blocked?"	"Yes"	"train"
"Q-000940"	"Language"	"3"	"Is a syllable a unit of pronunciation having one vowel sound?"	"Yes"	"train"
"Q-000941"	"Language"	"3"	"Is there a definitive answer to how language evolved?"	"No"	"dev"
"Q-000942"	"Language"	"3"	"Can a truly universal language be created?"	"Unanswerable"	"train"
"Q-000943"	"Language"	"3"	"Can all endangered languages be preserved?"	"No"	"train"
"Q-000944"	"Language"	"3"	"Can the beauty of a language be measured?"	"No"	"train"
"Q-000945"	"Language"	"3"	"Is it possible for a person to be a native speaker of more than one language?"	"Yes"	"train"
"Q-000946"	"Language"	"4"	"Is case a grammatical category that indicates the function of a noun or pronoun?"	"Yes"	"train"
"Q-000947"	"Language"	"4"	"Is mood a grammatical category that indicates the speaker's attitude?"	"Yes"	"train"
"Q-000948"	"Language"	"4"	"Is tense a grammatical category that indicates the time of an action or state?"	"Yes"	"dev"
"Q-000949"	"Language"	"4"	"Is aspect a grammatical category that indicates the temporal view of an action or state?"	"Yes"	"train"
"Q-000950"	"Language"	"4"	"Is voice a grammatical category that indicates the relationship between the subject and the action of a verb?"	"Yes"	"train"
"Q-000951"	"Language"	"4"	"Is a clitic a morpheme that has syntactic characteristics of a word, but depends phonologically on another word?"	"Yes"	"dev"
"Q-000952"	"Language"	"4"	"Is suppletion the use of two or more different roots for different forms of the same word?"	"Yes"	"train"
"Q-000953"	"Language"	"4"	"Is syncretism the fusion of two or more originally different inflectional forms?"	"Yes"	"train"
"Q-000954"	"Language"	"4"	"Is a head-marking language a language in which grammatical marking occurs on heads of phrases?"	"Yes"	"train"
"Q-000955"	"Language"	"4"	"Is a dependent-marking language a language in which grammatical marking occurs on dependents of phrases?"	"Yes"	"train"
"Q-000956"	"Language"	"4"	"Is there a definitive explanation for the Sapir-Whorf hypothesis?"	"No"	"dev"
"Q-000957"	"Language"	"4"	"Can a language be created that is completely logical and unambiguous?"	"Unanswerable"	"train"
"Q-000958"	"Language"	"4"	"Can the cognitive benefits of bilingualism be measured?"	"Yes"	"train"
"Q-000959"	"Language"	"4"	"Can a perfect machine translation system be created?"	"Unanswerable"	"train"
"Q-000960"	"Language"	"4"	"Is it possible to know the true meaning of a text?"	"Unanswerable"	"train"
"Q-000961"	"Language"	"5"	"Is construction grammar a theory of grammar that emphasizes the role of constructions?"	"Yes"	"train"
"Q-000962"	"Language"	"5"	"Is cognitive grammar a theory of grammar that views grammar as a cognitive phenomenon?"	"Yes"	"train"
"Q-000963"	"Language"	"5"	"Is functional grammar a theory of grammar that views grammar as a tool for communication?"	"Yes"	"dev"
"Q-000964"	"Language"	"5"	"Is generative grammar a theory of grammar that views grammar as a system of rules that generate sentences?"	"Yes"	"train"
"Q-000965"	"Language"	"5"	"Is the minimalist program a theory of grammar that seeks to explain language in terms of a minimal set of principles?"	"Yes"	"train"
"Q-000966"	"Language"	"5"	"Is government and binding theory a theory of syntax in the tradition of generative grammar?"	"Yes"	"dev"
"Q-000967"	"Language"	"5"	"Is lexical functional grammar a theory of grammar that views grammar as a system of lexical entries and grammatical functions?"	"Yes"	"train"
"Q-000968"	"Language"	"5"	"Is head-driven phrase structure grammar a theory of grammar that views grammar as a system of constraints on the structure of phrases?"	"Yes"	"train"
"Q-000969"	"Language"	"5"	"Is categorial grammar a theory of grammar that views grammar as a system of categories and rules for combining them?"	"Yes"	"train"
"Q-000970"	"Language"	"5"	"Is dependency grammar a theory of grammar that views grammar as a system of dependencies between words?"	"Yes"	"train"
"Q-000971"	"Language"	"5"	"Is there a unified theory of language?"	"No"	"dev"
"Q-000972"	"Language"	"5"	"Can a perfect grammar be created?"	"Unanswerable"	"train"
"Q-000973"	"Language"	"5"	"Can the future of language be known?"	"No"	"train"
"Q-000974"	"Language"	"5"	"Can all the problems of linguistics be solved?"	"Unanswerable"	"train"
"Q-000975"	"Language"	"5"	"Can the meaning of life be known?"	"Unanswerable"	"train"
"Q-000976"	"Engineering"	"1"	"Is engineering the application of science and math to solve problems?"	"Yes"	"train"
"Q-000977"	"Engineering"	"1"	"Is a bridge a structure built to span a physical obstacle?"	"Yes"	"train"
"Q-000978"	"Engineering"	"1"	"Is a machine a device that uses power to perform an intended action?"	"Yes"	"dev"
"Q-000979"	"Engineering"	"1"	"Is a tool an implement used to carry out a particular function?"	"Yes"	"train"
"Q-000980"	"Engineering"	"1"	"Is a building a structure with a roof and walls?"	"Yes"	"train"
"Q-000981"	"Engineering"	"1"	"Is a screw a type of nail?"	"No"	"dev"
"Q-000982"	"Engineering"	"1"	"Is a lever a type of pulley?"	"No"	"train"
"Q-000983"	"Engineering"	"1"	"Is a gear a type of wheel?"	"Yes"	"train"
"Q-000984"	"Engineering"	"1"	"Is a circuit an incomplete path for an electric current?"	"No"	"train"
"Q-000985"	"Engineering"	"1"	"Is a motor a device that converts mechanical energy into electrical energy?"	"No"	"train"
"Q-000986"	"Engineering"	"1"	"Can a perpetual motion machine be built?"	"No"	"dev"
"Q-000987"	"Engineering"	"1"	"Can an unbreakable object be built?"	"Unanswerable"	"train"
"Q-000988"	"Engineering"	"1"	"Can a perfectly efficient engine be created?"	"No"	"train"
"Q-000989"	"Engineering"	"1"	"Can a bridge be built that will last forever?"	"No"	"train"
"Q-000990"	"Engineering"	"1"	"Can a perfect design be created?"	"Unanswerable"	"train"
"Q-000991"	"Engineering"	"2"	"Is steel an alloy of iron and carbon?"	"Yes"	"train"
"Q-000992"	"Engineering"	"2"	"Is concrete a mixture of cement, water, and aggregate?"	"Yes"	"train"
"Q-000993"	"Engineering"	"2"	"Is a dam a barrier that stops or restricts the flow of water?"	"Yes"	"dev"
"Q-000994"	"Engineering"	"2"	"Is a turbine a machine that uses fluid flow to produce continuous power?"	"Yes"	"train"
"Q-000995"	"Engineering"	"2"	"Is a generator a machine that converts mechanical energy into electrical energy?"	"Yes"	"train"
"Q-000996"	"Engineering"	"2"	"Is concrete a type of wood?"	"No"	"dev"
"Q-000997"	"Engineering"	"2"	"Is a resistor a component that produces light?"	"No"	"train"
"Q-000998"	"Engineering"	"2"	"Is a capacitor a component that stores energy in a magnetic field?"	"No"	"train"
"Q-000999"	"Engineering"	"2"	"Is an inductor a component that stores energy in an electric field?"	"No"	"train"
"Q-001000"	"Engineering"	"2"	"Is a diode a component that allows current to flow in both directions?"	"No"	"train"
"Q-001001"	"Engineering"	"2"	"Can a completely safe nuclear reactor be built?"	"Unanswerable"	"dev"
"Q-001002"	"Engineering"	"2"	"Can a completely clean energy source be created?"	"Unanswerable"	"train"
"Q-001003"	"Engineering"	"2"	"Can a space elevator be built?"	"Unanswerable"	"train"
"Q-001004"	"Engineering"	"2"	"Can a flying car be created?"	"Yes"	"train"
"Q-001005"	"Engineering"	"2"	"Can a self-replicating machine be built?"	"Yes"	"train"
"Q-001006"	"Engineering"	"3"	"Is Bernoulli's principle related to fluid dynamics?"	"Yes"	"train"
"Q-001007"	"Engineering"	"3"	"Is tensile strength a measure of resistance to compression?"	"No"	"train"
"Q-001008"	"Engineering"	"3"	"Is a cantilever a beam supported at only one end?"	"Yes"	"dev"
"Q-001009"	"Engineering"	"3"	"Is a truss a structure composed of slender members joined at their end points?"	"Yes"	"train"
"Q-001010"	"Engineering"	"3"	"Is a gear ratio the ratio of the number of teeth on two interacting gears?"	"Yes"	"train"
"Q-001011"	"Engineering"	"3"	"Is a PID controller a control loop feedback mechanism?"	"Yes"	"dev"
"Q-001012"	"Engineering"	"3"	"Is a Fourier analysis the study of how general functions may be represented by sums of simpler trigonometric functions?"	"Yes"	"train"
"Q-001013"	"Engineering"	"3"	"Is a Laplace transform an integral transform that converts a function of a real variable to a function of a complex variable?"	"Yes"	"train"
"Q-001014"	"Engineering"	"3"	"Are Maxwell's equations the foundation of classical electromagnetism?"	"Yes"	"train"
"Q-001015"	"Engineering"	"3"	"Is the Schrödinger equation a linear partial differential equation that describes the wave function of a quantum-mechanical system?"	"Yes"	"train"
"Q-001016"	"Engineering"	"3"	"Can a room-temperature superconductor be built?"	"Unanswerable"	"dev"
"Q-001017"	"Engineering"	"3"	"Can a practical fusion reactor be created?"	"Unanswerable"	"train"
"Q-001018"	"Engineering"	"3"	"Can a quantum computer be built?"	"Yes"	"train"
"Q-001019"	"Engineering"	"3"	"Can artificial general intelligence be created?"	"Unanswerable"	"train"
"Q-001020"	"Engineering"	"3"	"Can the world's energy crisis be solved?"	"Unanswerable"	"train"
"Q-001021"	"Engineering"	"4"	"Is finite element analysis a numerical method for solving engineering problems?"	"Yes"	"train"
"Q-001022"	"Engineering"	"4"	"Is computational fluid dynamics a branch of fluid mechanics that uses numerical analysis?"	"Yes"	"train"
"Q-001023"	"Engineering"	"4"	"Is control theory a branch of engineering that deals with the behavior of dynamical systems?"	"Yes"	"dev"
"Q-001024"	"Engineering"	"4"	"Is signal processing a field that focuses on analyzing and modifying signals?"	"Yes"	"train"
"Q-001025"	"Engineering"	"4"	"Is machine learning a field of computer science that gives computers the ability to learn without being explicitly programmed?"	"Yes"	"train"
"Q-001026"	"Engineering"	"4"	"Is deep learning a class of machine learning algorithms that use a single layer of neurons?"	"No"	"dev"
"Q-001027"	"Engineering"	"4"	"Is a neural network a computing system that is not inspired by biological neural networks?"	"No"	"train"
"Q-001028"	"Engineering"	"4"	"Is a genetic algorithm a metaheuristic that is not inspired by natural selection?"	"No"	"train"
"Q-001029"	"Engineering"	"4"	"Is fuzzy logic a form of many-valued logic in which the truth values of variables may be any real number between 0 and 1?"	"Yes"	"train"
"Q-001030"	"Engineering"	"4"	"Is swarm intelligence the collective behavior of centralized, organized systems?"	"No"	"train"
"Q-001031"	"Engineering"	"4"	"Can a truly intelligent machine be created?"	"Unanswerable"	"dev"
"Q-001032"	"Engineering"	"4"	"Can a completely autonomous system be created?"	"Unanswerable"	"train"
"Q-001033"	"Engineering"	"4"	"Can a system be built that can never fail?"	"Unanswerable"	"train"
"Q-001034"	"Engineering"	"4"	"Can a perfect algorithm be created?"	"Unanswerable"	"train"
"Q-001035"	"Engineering"	"4"	"Can all engineering problems be solved using AI?"	"No"	"train"
"Q-001036"	"Engineering"	"5"	"Is a Kalman filter an algorithm that uses a series of measurements observed over time to produce estimates of unknown variables?"	"Yes"	"train"
"Q-001037"	"Engineering"	"5"	"Is a Lyapunov function a scalar function used to prove the stability of an equilibrium of an ordinary differential equation?"	"Yes"	"train"
"Q-001038"	"Engineering"	"5"	"Is the Nyquist stability criterion a graphical technique for determining the stability of a dynamical system?"	"Yes"	"dev"
"Q-001039"	"Engineering"	"5"	"Is a Bode plot a graph of the frequency response of a system?"	"Yes"	"train"
"Q-001040"	"Engineering"	"5"	"Is a root locus analysis a graphical method for examining how the roots of a system change with variation of a system parameter?"	"Yes"	"train"
"Q-001041"	"Engineering"	"5"	"Is a state-space representation a mathematical model of a physical system as a set of input, output and state variables related by first-order differential equations?"	"Yes"	"dev"
"Q-001042"	"Engineering"	"5"	"Is a transfer function a mathematical representation of the relation between the input and output of a linear time-invariant system?"	"Yes"	"train"
"Q-001043"	"Engineering"	"5"	"Is convolution a mathematical operation on two functions that produces a third function expressing how the shape of one is modified by the other?"	"Yes"	"train"
"Q-001044"	"Engineering"	"5"	"Is the Shannon-Hartley theorem a theorem that states the maximum rate at which information can be transmitted over a communications channel?"	"Yes"	"train"
"Q-001045"	"Engineering"	"5"	"Is a Hamming code a linear error-correcting code?"	"Yes"	"train"
"Q-001046"	"Engineering"	"5"	"Is there a unified theory of engineering?"	"No"	"dev"
"Q-001047"	"Engineering"	"5"	"Can a perfect engineering design be created?"	"Unanswerable"	"train"
"Q-001048"	"Engineering"	"5"	"Can all engineering problems be solved?"	"No"	"train"
"Q-001049"	"Engineering"	"5"	"Can the future of technology be known?"	"No"	"train"
"Q-001050"	"Engineering"	"5"	"Will fully autonomous vehicles achieve human-level safety?"	"Unanswerable"	"train"
